abandono	4.52
abanico	5.64
abeja	6.86
abejorro	6.59
abismo	3.75
abnegación	2.18
abogada	5.57
aborto	5.75
abrigo	4.33
abstinente	4.52
absurdo	3.23
abuela	5.86
abuso	3.60
accidente	4.20
acción	2.05
acelerador	5.86
acento	3.30
aceptación	2.95
acera	6.32
acidez	4.91
ácido	5.10
acierto	4.52
acoso	3.09
acre	4.40
activar	3.87
acto	3.23
acuerdo	3.15
ademán	3.23
adicción	3.82
adiós	5.86
admiración	2.80
admirado	3.74
adolescente	6.00
adopción	4.60
adoración	2.23
adulterio	5.27
adversario	3.85
aeropuerto	6.55
afortunado	4.40
agente	3.80
agobiado	4.78
agresividad	4.78
agresivo	5.09
agricultor	5.64
aguanieve	6.30
aguardiente	6.41
agudo	3.50
aguijón	5.82
águila	6.80
aguja	5.77
ahogarse	5.17
aislamiento	3.00
ajedrez	6.18
albergue	6.05
alcaldesa	6.38
alfiler	6.43
alianza	4.36
aliento	4.81
alivio	2.95
alma	2.38
altercado	2.90
aluminio	5.29
alumno	5.38
amabilidad	4.05
amado	3.80
amante	4.76
amargura	2.14
ambición	2.91
ambiente	2.71
ambulancia	6.80
ametralladora	6.55
amiga	4.10
ampliación	2.70
amplitud	3.25
análisis	2.85
analista	3.27
analogía	2.41
anfitrión	5.55
angustia	3.27
anillo	6.14
ánimo	2.73
anorak	5.90
antecedente	3.61
anticuario	5.77
antorcha	6.70
antropólogo	6.18
añoranza	3.00
aparato	2.25
apariencia	3.27
apartamento	6.18
aperitivo	5.09
aplauso	5.40
aprecio	3.10
aptitud	2.75
apuros	3.91
araña	6.55
árbitro	5.14
argumento	3.05
armario	6.50
armonía	2.45
arrebatar	3.67
arroyo	5.86
arroz	6.41
artefacto	2.86
artesana	4.50
artículo	2.73
asalariada	3.95
ascender	5.00
asesina	6.39
asesinar	5.96
asesinato	5.52
asesino	4.75
asesor	4.09
asesora	4.67
asfalto	6.40
asilo	5.55
asistenta	4.71
asqueroso	4.50
asunto	1.67
asustado	5.43
ataque	3.41
ataúd	6.65
atentado	4.86
aterrorizado	5.26
átomo	4.95
atracción	2.77
atraco	5.65
atraer	3.19
atrevido	5.17
atrocidad	3.83
aumento	3.55
ausencia	2.95
autobús	6.77
autoridad	4.32
auxilio	3.65
avance	2.73
avión	6.70
avispa	6.57
ayuda	3.20
ayudar	2.95
ayuntamiento	6.05
azafata	4.71
azar	2.50
azulejo	5.52
bacteria	5.05
bailarín	6.45
bailarina	5.36
balanza	6.05
balcón	6.25
balneario	6.27
baloncesto	6.20
banco	5.05
banda	3.90
bandeja	5.67
banquete	5.10
bañador	5.55
baño	5.59
baranda	5.00
barbaridad	2.45
barco	6.18
barra	4.36
barranco	6.32
bastón	6.67
bata	6.10
bautizo	5.91
bendición	3.00
beneficio	2.65
beso	5.75
bestia	4.18
bienestar	2.50
bikini	4.76
billetera	6.19
blusa	6.50
bodega	5.71
bofetada	6.50
bolsa	5.38
bolsillo	6.14
bolso	5.48
bombardeo	4.86
bombero	6.75
bombilla	6.65
bondad	3.30
borde	3.25
borracho	6.09
bota	5.41
bote	4.77
botella	6.09
botín	4.95
brazo	6.36
brevedad	3.78
brillante	2.90
brutalidad	4.22
bufanda	6.52
bulto	3.14
burro	5.64
butaca	6.40
buzón	5.52
cabello	6.32
cachondeo	3.71
cadáver	6.14
caer	4.91
caja	4.19
cálculo	3.19
calefacción	5.57
calidad	2.50
callado	5.91
calvario	2.73
cama	6.77
camarera	6.09
cambio	3.09
camión	6.38
camiseta	6.60
camisón	6.14
campamento	5.48
campaña	3.15
campeona	5.04
campeonato	4.50
campesino	6.19
canal	3.59
cáncer	5.23
canción	5.10
candado	6.67
candidata	3.64
candidato	3.19
cansancio	3.80
cantidad	2.05
caña	5.20
cañón	6.35
capa	5.85
capacidad	2.65
capilla	5.90
capital	4.00
capitán	5.71
capricho	2.95
carcajada	5.55
carcelero	5.00
cardenal	5.18
carga	3.74
caricia	4.55
caridad	3.91
cariño	3.50
cariñoso	4.30
carmín	5.65
carnicería	6.22
carpeta	6.05
cartel	4.41
carterista	5.81
casaca	5.48
casco	6.00
caseta	4.10
casino	6.05
castidad	5.45
castillo	6.15
casualidad	2.60
catálogo	4.82
cateto	4.27
caudal	4.68
cazadora	4.82
cebolla	6.75
celador	5.33
celadora	5.52
celda	5.71
celo	4.00
celos	4.87
célula	5.36
cementerio	6.35
cemento	6.81
cenicero	6.70
ceniza	6.57
centímetro	5.90
centuria	4.83
cepillo	5.91
cerdo	5.86
certeza	3.25
cerveza	6.57
cesta	5.90
chaleco	6.70
chalet	6.35
champán	6.59
champiñón	6.65
chándal	5.62
chantajista	5.48
charca	6.00
cheque	5.73
chico	5.00
chillido	5.38
china	6.14
chocolate	6.40
chófer	6.55
chorizo	5.80
ciclo	2.77
ciclón	5.50
ciempiés	6.65
científica	4.38
cigarrillo	6.95
cinturón	5.90
circulación	3.71
círculo	6.27
cirujano	6.41
cisne	6.59
civilización	5.09
claridad	2.77
clase	4.55
cliente	4.75
clima	2.90
cobarde	4.77
cocaína	6.82
coche	6.14
coco	5.90
cocodrilo	6.95
codicia	2.85
código	3.75
codo	6.45
coito	5.95
cojo	5.19
cola	3.00
colaboración	3.26
colapso	3.45
cólera	4.05
colonia	4.95
columna	5.10
coma	3.90
comadrona	6.74
combinación	3.09
comedor	5.81
comentario	3.80
comercio	3.73
cometa	5.40
comodidad	2.80
compasión	2.25
complacer	3.64
complejo	2.76
complicación	2.40
compositora	5.62
compromiso	3.52
comunicación	3.17
comunidad	3.67
concesionario	6.10
conciencia	3.05
concurso	3.38
condena	3.45
condenado	4.71
condesa	5.43
condición	2.27
condón	6.82
conducto	4.52
conductor	4.14
conferencia	4.80
conflicto	2.95
conjunto	2.15
conjuro	3.70
conquista	3.95
consejo	3.95
consolador	4.86
conspiración	3.50
contaminación	4.30
contenido	3.50
contexto	2.59
contrariedad	2.50
contrincante	5.61
convivir	4.39
copa	6.00
coral	5.09
corazón	5.41
corbata	6.68
corcho	6.30
cordero	6.41
corrección	3.29
corredor	4.86
corredora	4.32
corte	3.81
corteza	4.27
costo	3.19
costumbre	3.09
cráneo	6.60
creación	1.82
creatividad	3.00
crecimiento	3.45
creencia	3.05
crisis	3.45
cristal	4.05
criterio	1.90
crucero	5.65
crucifijo	6.41
crucifixión	3.90
crueldad	3.75
cruz	5.75
cuaderno	6.14
cuadrado	5.59
cuadro	5.55
cuarto	4.10
cubo	5.64
cuchillo	6.73
cuenco	5.73
cuervo	6.65
cuestión	2.30
cueva	6.41
culebra	6.30
culpabilidad	3.75
culto	2.23
cumpleaños	5.59
curación	3.41
curandera	4.71
curandero	5.38
curso	3.14
dama	4.76
década	5.65
decadencia	2.36
declive	2.91
decoro	3.78
dedo	6.64
defecto	3.29
degeneración	2.86
degradación	3.10
delantal	6.60
delirio	3.30
dependienta	4.38
deportista	4.95
depresión	2.50
derecha	5.14
desafío	3.25
desagrado	2.55
desahogo	3.90
desánimo	3.15
desaparecer	3.35
desaparición	3.35
descenso	3.55
desconfianza	2.41
desconsuelo	2.36
descontento	3.57
deseo	2.90
desesperado	4.78
desgaste	3.43
desierto	5.38
desigualdad	2.35
desolación	3.82
desorden	4.19
despacho	6.38
despilfarro	3.10
desprecio	3.25
despreocupado	3.95
destino	2.36
destreza	3.20
destrucción	3.70
desván	6.05
desviación	2.82
detergente	6.32
deterioro	2.70
diablo	4.76
diamante	5.95
diccionario	6.75
diente	6.10
dieta	4.95
diferencia	3.40
dificultad	3.20
difunto	5.77
difusión	2.45
dignidad	2.50
dinámica	2.32
dinero	5.36
diosa	3.67
diputada	5.82
directora	4.71
disco	5.27
discusión	4.35
diseñadora	5.33
diseño	1.90
disertación	4.43
disgusto	3.91
disminución	2.95
disminuido	2.76
disparate	2.75
distorsión	2.65
distrito	4.30
disturbio	4.43
diversión	2.75
divinidad	1.85
división	3.05
divorcio	5.19
doctora	5.68
documento	4.45
dorada	4.29
dormitorio	6.41
dramatismo	3.05
drogadicta	5.80
drogadicto	5.14
duda	3.15
dudar	3.91
duelo	3.62
dureza	2.90
echar	2.77
edificio	5.52
editora	5.38
educadora	4.91
efectividad	3.20
efecto	2.30
egoísmo	3.33
ejecutivo	5.65
ejemplar	2.36
ejemplo	2.05
electricidad	4.30
elegante	4.35
elemento	1.55
eliminación	3.80
elogio	3.14
embajada	5.40
embarazada	6.76
embarazo	5.95
emoción	2.50
emperador	5.05
emperatriz	5.38
empresaria	4.18
empresario	4.73
enamorado	4.10
encaje	4.95
encuentro	2.65
enemigo	5.10
enérgico	4.57
enfadado	5.04
enfado	4.74
enfermedad	2.35
enfermero	6.00
enfurecido	5.26
engañar	4.05
enigma	2.95
enmienda	4.30
enredo	3.55
enterrador	5.81
entierro	6.15
entorno	2.90
entusiasmo	3.40
episodio	3.90
época	2.55
erección	6.27
erótico	5.35
escala	2.50
escalera	6.29
escaparate	4.91
escasez	3.55
escena	3.45
escenario	5.20
escéptico	4.00
escorpión	6.70
escote	5.68
escritora	5.68
escuela	5.52
escultora	5.27
esfuerzo	2.40
espanto	3.05
espantoso	3.83
esperanza	2.50
esqueleto	5.90
esquina	5.59
estado	2.35
estallido	5.25
estantería	5.73
estilista	5.38
estilo	2.50
estimulación	3.30
estímulo	3.40
estómago	5.95
estrecho	3.85
estuche	5.67
eternidad	2.68
ética	3.27
etiqueta	4.41
eufórico	4.91
evolución	2.59
exceso	3.09
excitado	4.17
exclusión	3.05
excursión	4.30
exhibición	3.80
exigencia	3.40
exilio	3.76
éxito	2.45
explosión	5.10
explotación	3.60
explotador	3.38
éxtasis	4.41
extinción	3.65
extrañeza	3.14
fábrica	6.09
facha	3.55
facilidad	2.45
facultad	4.38
falda	6.00
falso	3.25
famosa	4.33
fantasía	2.82
farmacéutica	5.95
faro	6.70
fascinación	3.00
fascinante	3.20
fatalidad	2.35
faz	3.10
fealdad	3.36
fecha	3.91
felicidad	2.85
feliz	5.00
figura	2.50
firma	5.48
flamenco	4.95
foco	4.86
follón	3.61
forastero	3.85
fortuna	2.62
fotógrafa	5.57
fotografía	5.76
fotógrafo	6.59
fracaso	3.27
fracción	3.15
fragilidad	3.40
frialdad	2.85
frustración	3.80
fruto	4.14
fuerte	3.73
fuerza	2.20
fugitivo	4.05
función	2.59
furgoneta	6.27
furia	3.76
fusil	6.40
fútbol	6.64
futuro	2.00
gabardina	6.32
galardón	4.27
ganado	4.65
ganadora	4.10
ganar	4.14
gangrena	5.39
garfio	6.00
garganta	6.35
garrote	5.05
gato	6.38
gemido	4.50
género	2.50
genialidad	3.20
genio	3.86
gente	3.10
gerente	5.24
gestión	3.50
gimnasio	6.20
gimnasta	5.59
giro	4.30
globo	5.77
gobernador	6.23
goce	3.09
golfista	5.48
golfo	4.29
gota	5.25
gozar	3.86
grado	3.10
graduada	4.36
granjero	5.95
grano	4.68
grave	3.78
grieta	6.14
guante	6.14
guardería	6.20
guardián	3.82
guerrero	5.70
guión	4.24
habilidad	3.40
habitación	5.76
hábito	2.82
hacha	6.50
hacienda	4.57
hada	4.68
hallazgo	3.70
hechicero	5.18
heno	5.55
herido	5.04
hermana	5.05
heroína	5.14
heroísmo	3.05
herramienta	3.29
hervir	5.50
hidalguía	4.17
hielo	6.50
hierro	5.86
hija	6.19
hijo	6.20
historia	2.64
hoguera	6.40
hoja	5.70
homenaje	3.24
homicidio	4.65
honradez	3.05
horca	5.86
hormigueo	4.40
hormiguero	6.40
hornear	5.20
horquilla	6.05
horror	2.70
hotel	6.60
huérfano	6.05
huerto	6.10
huevo	6.57
humanidad	3.20
humanismo	2.29
humildad	2.60
humillación	2.59
huracán	6.00
hurgar	3.59
idealismo	2.81
iglesia	5.50
ilusión	2.30
imagen	3.05
imán	6.24
impermeable	4.59
importación	4.17
impotencia	3.45
impresionado	4.83
impureza	3.27
incapacidad	3.36
incendio	6.32
incentivo	3.83
incomodidad	3.68
incremento	3.40
indecisión	3.45
indicio	2.40
indio	5.52
industria	3.73
infanta	5.48
inferioridad	2.50
infiel	5.52
infinito	2.41
inflación	3.20
información	2.40
informática	3.95
informe	3.48
ingrediente	2.43
ingresar	3.77
ingreso	3.65
inmensidad	1.95
innovación	3.45
inodoro	6.00
inseguridad	2.05
inseguro	4.00
insomnio	5.18
inspiración	3.40
instancia	2.57
instante	2.85
institución	2.64
instituto	6.35
insulto	3.82
intelectual	4.60
intensidad	3.55
interrupción	2.95
intruso	4.91
inundación	5.70
inválido	4.95
invasión	3.20
invernadero	6.09
investigadora	4.52
invitada	3.71
inyección	5.27
irritación	3.48
jabón	6.05
jarra	6.10
jefe	5.50
jerarquía	3.65
jeringa	6.38
jeringuilla	6.70
jersey	5.86
jornalera	5.38
joya	4.43
jubiloso	4.52
juez	6.38
jugo	4.40
juguete	3.62
laberinto	5.23
laboratorio	5.86
labrador	5.32
lado	3.40
ladrillo	6.73
ladrón	5.29
ladrona	5.14
lágrima	6.32
lamento	2.36
lámpara	6.40
lápiz	6.50
lata	6.20
latido	5.55
látigo	6.76
leche	6.27
lechera	5.41
lechero	5.50
legalidad	3.68
lejos	5.20
lentilla	6.05
lento	4.70
leopardo	6.85
letra	5.38
liberación	3.64
liberar	3.10
libertad	2.85
libre	2.85
librería	6.36
libreta	6.41
licenciada	4.81
liga	3.38
ligar	3.82
lima	5.32
limón	6.82
lince	6.52
linterna	6.80
lío	2.10
lira	5.59
liso	5.15
lista	3.95
litro	5.00
llama	4.15
llamada	4.00
llano	5.35
llanto	6.14
llave	5.64
llovizna	5.55
lluvia	6.14
lobo	6.76
loca	3.67
local	3.82
loco	3.30
locura	2.45
logro	3.50
lotería	5.60
lucha	4.67
ludópata	5.10
lugar	2.36
luna	5.90
lunar	6.00
maceta	6.23
machista	4.23
maduración	3.00
maestra	5.14
maestro	5.55
mafioso	5.09
mágico	2.95
maíz	6.41
malabarista	5.55
maldad	3.52
maldición	3.52
maldito	3.23
maleficio	3.23
maleta	5.43
maletero	6.40
malo	2.60
maltrato	4.70
malvado	3.80
manejo	2.91
manga	5.41
mango	5.33
maníaco	4.39
manicomio	6.45
manta	5.48
mantel	6.55
manto	4.30
manual	4.45
manuscrito	5.62
manzana	6.77
maquillaje	4.73
máquina	3.05
maquinilla	5.15
maravilla	2.67
marca	3.10
marco	4.05
margen	4.81
marginación	3.62
marido	5.86
marqués	5.23
martillo	6.55
martirio	2.45
masacre	4.50
masaje	5.55
masajista	5.68
máscara	4.09
masturbación	5.50
mate	4.86
matemático	5.70
materia	2.55
maternidad	5.67
matrimonio	5.36
mecánica	3.86
mecanismo	2.50
mechero	6.95
mechón	5.71
medalla	5.36
media	3.95
medusa	6.38
melena	5.05
mensaje	5.14
mensajero	5.68
menstruación	6.55
mente	3.43
mentiroso	4.68
mentón	6.50
mercado	4.14
merienda	5.45
mérito	3.15
mero	4.35
mesa	6.35
método	2.25
metro	4.50
mezquita	6.38
micrófono	6.55
microscopio	6.95
miedo	4.14
miedoso	4.67
miel	6.65
miembro	3.68
militar	4.55
millonaria	4.45
mimo	5.52
mina	5.29
minifalda	6.00
ministra	5.43
misil	6.23
misterio	3.14
mochila	6.45
moco	6.05
modista	5.82
modular	2.45
molde	3.85
molino	6.05
mona	5.33
monarquía	5.73
monasterio	5.62
monitor	5.23
monje	6.30
montaje	3.15
montón	2.50
monumento	4.45
moño	5.33
mora	5.43
mordisco	5.75
morena	4.60
moribundo	5.32
motivo	2.25
moto	6.29
motosierra	6.85
móvil	6.23
movimiento	3.85
muelle	5.10
muestra	2.32
municipio	5.24
muñeca	5.52
muñeco	4.67
músculo	5.48
musculoso	5.50
mutilación	4.25
mutilado	5.23
nacimiento	4.15
nación	4.05
nadadora	6.14
nariz	6.45
naufragio	5.55
náusea	4.77
navaja	6.45
navajero	5.95
navidad	4.80
necesitar	2.67
negro	6.29
nervio	4.05
neurótico	4.74
niebla	5.73
nieta	6.48
niña	5.23
niño	5.85
nitrógeno	4.65
noción	2.90
novedad	2.65
novio	6.14
obispo	6.65
objeto	1.73
obsesión	2.36
olvido	2.60
ombligo	6.55
opio	5.29
oportunidad	3.40
oposición	3.65
optimismo	3.05
oración	3.24
orfanato	6.10
órgano	4.62
orgasmo	5.00
otoño	4.95
paciente	5.10
pacto	2.55
página	5.71
pala	5.19
palma	4.55
pamela	5.00
panadera	5.91
pánico	3.05
pantano	5.86
pañuelo	6.30
papa	5.40
papel	5.15
paracaídas	6.90
paraguas	6.29
pared	6.32
parque	4.55
párrafo	5.41
partera	4.90
parto	5.45
pasado	2.60
pase	3.10
pasillo	5.70
pasión	2.95
pasividad	2.85
pasta	3.70
pastor	6.09
pata	5.09
patente	3.95
patinadora	6.19
patrón	3.62
patronato	4.43
pausa	4.14
pausado	3.95
pavimento	5.00
peca	5.29
pecado	3.77
pecar	4.05
pedazo	3.45
pediatra	6.48
pedófilo	5.50
peinado	3.71
peligro	2.90
pelota	5.91
peluca	6.36
peluquera	6.29
peluquero	6.14
pendiente	4.95
pene	6.82
penetración	4.80
pensión	4.10
perdición	2.86
pérdida	2.40
perdido	3.60
perezoso	5.17
perfil	3.48
periódico	5.32
persecución	4.05
perversión	3.71
pervertido	5.04
pesadilla	4.38
pesimismo	4.36
pesimista	4.76
petróleo	6.45
picaresca	3.45
pie	6.27
pieza	4.09
pila	5.33
piloto	5.19
pincel	6.19
pinchazo	4.83
pino	6.09
pinta	3.32
pintora	5.29
pipa	5.41
pirata	5.48
pirómano	5.86
pista	2.90
placer	2.85
placidez	3.68
plan	3.14
plano	4.24
plástico	4.90
plato	5.09
pluma	4.81
pobreza	3.70
poderío	2.36
poetisa	6.05
polo	4.64
pompa	5.14
porción	3.29
pornografía	4.85
portería	5.41
portero	5.50
pórtico	5.62
posadera	4.00
posición	2.25
pozo	6.45
precipicio	5.65
pregón	5.13
premio	4.23
prensa	4.20
preocupación	3.75
presa	3.91
presentador	4.57
presentadora	5.14
presente	2.95
preservativo	6.50
presión	3.05
prima	4.62
primo	5.20
princesa	5.48
prioridad	2.90
prisión	5.95
prisionero	5.55
privación	2.95
privilegio	3.40
probabilidad	2.10
proceso	2.35
prodigio	3.23
producto	3.45
profesora	5.05
programa	2.43
progreso	3.15
prohibición	3.71
propietario	4.14
proporción	3.24
propuesta	2.95
prosperidad	2.15
protegido	3.65
provincia	4.68
provocación	3.05
psicóloga	5.38
publicidad	4.00
publicista	4.81
puente	5.71
puerta	6.55
puerto	5.86
pulsera	6.65
puñal	6.18
puño	6.32
pupila	6.55
pureza	2.75
purgatorio	4.41
puro	4.15
queja	3.20
quemadura	6.22
querida	2.57
querido	3.29
quiebra	3.65
quietud	3.10
quimera	2.95
quiosco	6.62
rana	6.60
rapto	3.50
rareza	2.50
rastro	3.32
realeza	4.60
realidad	2.95
realismo	2.70
rebelión	3.95
recado	3.62
rechazo	3.09
recogedor	6.25
recorte	3.27
recreo	4.59
rectángulo	6.05
recuerdo	2.45
recurso	2.10
reflejo	3.50
reflexión	2.73
refrigerio	4.15
refugiada	3.52
refugiado	4.90
régimen	3.04
regresión	3.20
rehén	5.10
reina	6.00
relación	1.80
relajación	3.86
relámpago	5.91
relato	4.05
reloj	6.65
repisa	5.76
réplica	4.25
reportera	5.14
represión	3.41
repulsión	4.19
reputación	3.10
resaca	5.18
rescate	4.80
reservado	3.90
retórica	2.70
retrato	5.27
revelación	2.09
reverendo	5.86
reverente	3.35
revés	3.00
revivir	4.29
revolución	3.45
revólver	6.45
rey	5.75
riego	4.74
riesgo	2.40
riña	4.83
risa	5.38
rivalidad	3.45
romanticismo	3.38
rompecabezas	5.10
rotación	4.15
rotura	3.30
rubio	5.40
rueda	6.05
rugido	4.59
ruido	3.77
ruidoso	4.91
ruptura	3.00
sabiduría	3.35
saciedad	3.14
sacrificio	3.50
sádico	4.30
salario	5.65
salto	4.68
salud	2.00
salvaje	3.68
sangre	6.27
sangriento	5.09
sanidad	4.14
sección	2.55
secretaria	5.27
secretario	5.33
secuestrador	5.86
secuestro	4.50
seducción	4.10
seguridad	2.40
semáforo	6.80
senadora	5.38
seno	5.55
sensualidad	2.65
sentimiento	2.60
señal	4.41
separación	3.80
sequía	3.91
serenidad	3.00
seriedad	5.00
serpiente	6.55
servilleta	6.45
severidad	3.36
sierra	5.86
siesta	5.35
significado	3.36
signo	2.90
silla	6.73
símbolo	2.36
simetría	4.27
simpático	5.00
siniestro	3.09
sirena	4.77
situación	2.05
sociedad	3.00
socorro	3.70
solar	4.48
soldado	6.00
solitario	2.77
solución	3.95
sombra	4.27
sombrero	6.45
sonido	3.57
sonrisa	5.71
soplo	4.14
sorprendido	5.35
sospecha	3.00
suavidad	3.00
subida	4.50
suceso	1.80
sucio	4.50
sudor	6.18
suerte	2.15
sufrimiento	2.55
suicidio	6.00
sujetador	5.95
superación	2.64
superioridad	3.10
supermercado	5.90
suplicio	3.29
suspenso	4.10
sustancia	2.15
sustento	3.19
susurro	5.38
tabla	4.73
taburete	6.64
tacaño	4.86
talla	3.55
talle	4.39
talón	6.05
tamaño	2.50
tambor	5.77
tanatorio	6.48
tanga	6.33
tanque	5.90
tarántula	6.73
tatuaje	5.59
taza	6.23
teja	5.70
tela	5.29
teléfono	5.91
telescopio	6.76
temor	3.15
tenedor	6.90
tensión	2.45
tenso	4.87
tentación	2.95
tenue	4.10
teoría	3.55
ternura	3.20
terremoto	5.41
terrorismo	3.80
testamento	6.00
tiburón	6.85
tieso	4.48
tijeras	6.76
tímido	4.60
tinta	5.55
tío	4.41
titular	3.77
tobillo	6.90
tobogán	6.65
tolerancia	1.95
tomate	6.76
tonada	4.45
tormenta	5.48
tormento	2.95
tornado	6.39
toro	6.60
torturador	6.09
tóxico	4.30
tractor	6.77
traficante	5.62
tragedia	2.25
traición	3.80
traidor	4.55
trámite	3.15
trampa	4.33
tramposo	4.43
trance	2.43
tránsito	3.60
tranvía	6.36
trapecista	6.38
trascendencia	2.86
trato	2.55
travesura	4.30
trecho	3.05
tregua	3.60
triángulo	5.60
tripa	5.41
tristeza	2.30
triunfador	3.95
triunfante	4.39
triunfo	4.60
trofeo	5.50
trozo	2.85
tuberculosis	5.95
túnel	5.95
turno	3.50
uniforme	3.77
utensilio	2.60
útero	6.70
utopía	2.60
vagón	6.35
vale	3.55
valiente	4.40
valle	5.40
vándalo	4.70
vegetación	3.77
vela	5.50
velo	4.24
vencedora	4.29
venda	5.80
vendedor	5.10
veneración	3.30
venganza	3.59
ventaja	2.90
ventanilla	6.23
verbena	4.77
verdadero	4.10
verdugo	5.43
vergüenza	3.71
verruga	7.00
versión	2.35
verso	4.27
vértigo	4.10
vestíbulo	4.95
veterinaria	5.91
viajes	3.70
vicio	2.95
victoria	3.95
vidrio	5.14
vigía	4.19
violación	4.10
violador	5.32
violencia	2.20
violento	5.13
vistazo	3.55
vitalidad	3.30
viuda	6.10
viudo	5.77
vivir	2.41
vivo	5.00
volcán	6.59
volumen	4.05
voluntad	2.35
voluptuosidad	3.33
zapato	5.95
zurra	4.13